-4089.66723852 0.0
-4088.45788712 0.0
-4086.44300502 0.0
-4083.62364708 0.0
-4080.00128906 0.0
-4075.57782669 0.0
-4070.3555743 0.0
-4064.33726328 0.0
-4057.52604021 0.0
-4049.92546473 0.0
-4041.53950712 0.0
-4032.37254559 0.0
-4022.42936335 0.0
-4011.71514534 0.0
-4000.23547477 0.0
-3987.99632934 0.0
-3975.00407725 0.0
-3961.26547292 0.0
-3946.78765252 0.0
-3931.5781292 0.0
-3915.64478815 0.0
-3898.99588137 0.0
-3881.64002229 0.0
-3863.58618016 0.0
-3844.84367417 0.0
-3825.42216752 0.0
-3805.33166118 0.0
-3784.58248756 0.0
-3763.18530394 0.0
-3741.15108587 0.0
-3718.49112032 0.0
-3695.21699877 0.0
-3671.34061018 0.0
-3646.87413391 0.0
-3621.83003244 0.0
-3596.22104422 0.0
-3570.06017633 0.0
-3543.36069721 0.0
-3516.13612936 0.0
-3488.40024212 0.0
-3460.16704447 0.0
-3431.45077795 0.0
-3402.26590971 0.0
-3372.62712575 0.0
-3342.54932429 0.0
-3312.04760952 0.0
-3281.13728558 0.0
-3249.83385093 0.0
-3218.15299315 0.0
-3186.11058431 0.0
-3153.72267689 0.0
-3121.0055004 0.0
-3087.97545885 0.0
-3054.64912919 0.0
-3021.04326077 0.0
-2987.17477616 0.0
-2953.06077343 0.0
-2918.71853013 0.0
-2884.16550931 0.0
-2849.41936788 0.0
-2814.49796768 0.0
-2779.41938977 0.0
-2744.20195247 0.0
-2708.86423385 0.0
-2673.42509939 0.0
-2637.9037359 0.0
-2602.31969273 0.0
-2566.69293179 0.0
-2531.04388808 0.0
-2495.39354279 0.0
-2459.76351172 0.0
-2424.17615202 0.0
-2388.65469151 0.0
-2353.22338529 0.0
-2317.90770604 0.0
-2282.73457574 0.0
-2247.73264861 0.0
-2212.93265776 0.0
-2178.36784124 0.0
-2144.0744676 0.0
-2110.09248624 0.0
-2076.46633508 0.0
-2043.24594648 0.0
-2010.48800309 0.0
-1978.25750792 0.0
-1946.62974727 0.0
-1915.69273891 0.0
-1885.55026817 0.0
-1856.3256117 0.0
-1828.1660172 0.0
-1801.24791716 0.0
-1775.78265552 0.0
-1752.02212365 0.0
-1730.26304815 0.0
-1710.84769911 0.0
-1694.15763045 0.0
-1680.5962983 0.0
-1670.55725233 0.0
-1664.37857023 0.0
-1317.49597964 0.0
-1317.49597964 0.0
-1069.75524848 0.0
-1064.3629264 0.0
-1055.64759781 0.0
-1043.96122327 0.0
-1029.70889543 0.0
-1013.30068725 0.0
-995.119415742 0.0
-975.504118171 0.0
-954.745033146 0.0
-933.08540896 0.0
-910.726573758 0.0
-887.834046877 0.0
-864.543508627 0.0
-840.96610223 0.0
-817.192905441 0.0
-793.298587992 0.0
-769.344345069 0.0
-745.380217078 0.0
-721.446900813 0.0
709.786526106 0.0
709.357513634 0.0
708.642929822 0.0
707.643429732 0.0
706.359929661 0.0
704.793606344 0.0
702.945895947 0.0
700.818492835 0.0
698.413348123 0.0
